Elevation,Aspect,Slope,Curvature,Flow acc,TPI,Roads,Rivers,ID,Landslides,Class [E],Class [S],Class [A],Class [C],Class [FA],Class [TP],Class [D1],Class [D2],Wij [E],Wij [S],Wij [A],Wij [C],Wij [FA],Wij [TP],Wij [D1],Wij [D2],ISTCU
810.62,200.06,11.43,-0.00594,8.53,0.12,172.05,447.21,"481",yes,p4,p4,p1,p3,p3,p5,p6,p8,0.084868619000000,0.074341477000000,-0.045615821000000,-0.009676808000000,-0.140440662000000,-0.003211972000000,0.025357110000000,0.073604571000000,0.059226515000000
811.20,197.61,11.73,0.00377,16.28,-0.85,188.68,451.22,"482",yes,p4,p4,p1,p5,p5,p2,p6,p8,0.084868619000000,0.074341477000000,-0.045615821000000,0.000423519000000,0.009232847000000,0.031715877000000,0.025357110000000,0.073604571000000,0.253928200000000
812.93,196.85,10.98,-0.00156,39.35,-0.15,205.91,456.07,"483",yes,p5,p4,p1,p4,p6,p4,p7,p8,0.064455638000000,0.074341477000000,-0.045615821000000,-0.031836488000000,0.093063098000000,0.094589063000000,0.040094809000000,0.073604571000000,0.362696348000000
813.50,210.59,9.42,0.03695,105.05,-1.30,223.61,461.74,"484",yes,p5,p2,p2,p8,p8,p1,p7,p8,0.064455638000000,0.032613953000000,-0.001822229000000,0.095087784000000,0.180950616000000,0.022916385000000,0.040094809000000,0.073604571000000,0.507901528000000
816.53,231.49,10.06,0.01666,70.69,-0.26,241.66,468.19,"485",yes,p5,p3,p4,p7,p7,p4,p7,p8,0.064455638000000,0.047151447000000,-0.019866731000000,0.075126801000000,0.105651855000000,0.094589063000000,0.040094809000000,0.073604571000000,0.480807454000000
819.03,233.46,10.58,-0.00380,50.46,-0.60,233.24,475.39,"486",yes,p5,p3,p4,p4,p7,p3,p7,p8,0.064455638000000,0.047151447000000,-0.019866731000000,-0.031836488000000,0.105651855000000,0.029821053000000,0.040094809000000,0.073604571000000,0.309076154000000
822.99,233.65,10.92,0.00871,33.52,0.41,215.41,483.32,"487",yes,p5,p4,p4,p6,p6,p6,p7,p8,0.064455638000000,0.074341477000000,-0.019866731000000,0.069394899000000,0.093063098000000,-0.030695560000000,0.040094809000000,0.073604571000000,0.364392201000000
825.38,241.75,11.43,0.00876,34.46,-0.71,196.98,491.93,"488",yes,p5,p4,p5,p6,p6,p2,p6,p8,0.064455638000000,0.074341477000000,-0.061148782000000,0.069394899000000,0.093063098000000,0.031715877000000,0.025357110000000,0.073604571000000,0.370783889000000
829.51,249.34,11.58,0.01671,29.10,-0.21,178.89,501.20,"489",yes,p5,p4,p5,p7,p6,p4,p6,p8,0.064455638000000,0.074341477000000,-0.061148782000000,0.075126801000000,0.093063098000000,0.094589063000000,0.025357110000000,0.073604571000000,0.439388977000000
832.88,252.64,12.60,0.00239,26.61,-1.03,161.25,511.08,"490",yes,p6,p5,p6,p5,p6,p2,p5,p8,0.022720713000000,0.046295095000000,-0.021112622000000,0.000423519000000,0.093063098000000,0.031715877000000,0.024231304000000,0.073604571000000,0.270941553000000
838.75,245.68,14.87,-0.01085,16.67,0.60,141.42,521.54,"491",yes,p6,p7,p5,p2,p5,p7,p5,p8,0.022720713000000,0.001808829000000,-0.061148782000000,-0.068639136000000,0.009232847000000,-0.033089711000000,0.024231304000000,0.073604571000000,-0.031279365000000
843.02,222.46,12.72,-0.02162,23.42,1.23,121.66,532.54,"492",yes,p6,p5,p3,p1,p5,p8,p4,p8,0.022720713000000,0.046295095000000,-0.016023948000000,-0.198733044000000,0.009232847000000,-0.150990845000000,0.022456623000000,0.073604571000000,-0.191437987000000
843.39,218.20,10.65,0.04568,49.71,-2.07,101.98,544.06,"493",yes,p6,p3,p3,p8,p7,p1,p4,p8,0.022720713000000,0.047151447000000,-0.016023948000000,0.095087784000000,0.105651855000000,0.022916385000000,0.022456623000000,0.073604571000000,0.373565431000000
801.90,209.81,10.81,-0.00568,20.42,0.17,113.14,436.81,"494",yes,p4,p3,p2,p3,p5,p5,p4,p8,0.084868619000000,0.047151447000000,-0.001822229000000,-0.009676808000000,0.009232847000000,-0.003211972000000,0.022456623000000,0.073604571000000,0.222603100000000
803.44,206.85,10.47,0.00173,15.42,-0.19,128.06,456.07,"495",yes,p4,p3,p2,p5,p5,p4,p4,p8,0.084868619000000,0.047151447000000,-0.001822229000000,0.000423519000000,0.009232847000000,0.094589063000000,0.022456623000000,0.073604571000000,0.330504462000000
805.23,211.15,10.62,0.00847,14.88,-0.26,144.22,463.90,"496",yes,p4,p3,p2,p6,p5,p4,p5,p8,0.084868619000000,0.047151447000000,-0.001822229000000,0.069394899000000,0.009232847000000,0.094589063000000,0.024231304000000,0.073604571000000,0.401250522000000
807.21,207.30,9.44,-0.00789,23.72,0.16,161.25,466.90,"497",yes,p4,p2,p2,p3,p6,p5,p5,p8,0.084868619000000,0.032613953000000,-0.001822229000000,-0.009676808000000,0.093063098000000,-0.003211972000000,0.024231304000000,0.073604571000000,0.293670537000000
808.01,206.43,8.31,0.02074,76.40,-0.79,178.89,470.74,"498",yes,p4,p1,p2,p7,p7,p2,p6,p8,0.084868619000000,-0.059663047000000,-0.001822229000000,0.075126801000000,0.105651855000000,0.031715877000000,0.025357110000000,0.073604571000000,0.334839558000000
809.49,217.80,7.99,0.01568,141.37,-0.74,196.98,475.39,"499",yes,p4,p1,p3,p7,p8,p2,p6,p8,0.084868619000000,-0.059663047000000,-0.016023948000000,0.075126801000000,0.180950616000000,0.031715877000000,0.025357110000000,0.073604571000000,0.395936600000000
811.62,231.87,8.45,0.02331,119.97,-0.70,215.41,480.83,"500",yes,p4,p2,p4,p8,p8,p2,p7,p8,0.084868619000000,0.032613953000000,-0.019866731000000,0.095087784000000,0.180950616000000,0.031715877000000,0.040094809000000,0.073604571000000,0.519069499000000
814.67,240.90,9.61,0.00304,72.11,-0.07,234.09,487.03,"501",yes,p5,p2,p4,p5,p7,p5,p7,p8,0.064455638000000,0.032613953000000,-0.019866731000000,0.000423519000000,0.105651855000000,-0.003211972000000,0.040094809000000,0.073604571000000,0.293765642000000
817.75,238.63,9.20,0.00553,55.15,0.16,241.66,493.96,"502",yes,p5,p2,p4,p5,p7,p5,p7,p8,0.064455638000000,0.032613953000000,-0.019866731000000,0.000423519000000,0.105651855000000,-0.003211972000000,0.040094809000000,0.073604571000000,0.293765642000000
819.61,243.19,10.47,0.01458,66.51,-1.35,223.61,501.60,"503",yes,p5,p3,p5,p7,p7,p1,p7,p8,0.064455638000000,0.047151447000000,-0.061148782000000,0.075126801000000,0.105651855000000,0.022916385000000,0.040094809000000,0.073604571000000,0.367852724000000
824.19,251.45,12.05,0.01164,46.88,-0.18,203.96,509.90,"504",yes,p5,p5,p5,p6,p7,p4,p6,p8,0.064455638000000,0.046295095000000,-0.061148782000000,0.069394899000000,0.105651855000000,0.094589063000000,0.025357110000000,0.073604571000000,0.418199449000000
828.46,254.37,11.86,-0.00642,37.77,0.20,184.39,518.84,"505",yes,p5,p4,p6,p3,p6,p5,p6,p8,0.064455638000000,0.074341477000000,-0.021112622000000,-0.009676808000000,0.093063098000000,-0.003211972000000,0.025357110000000,0.073604571000000,0.296820492000000
832.78,251.90,11.87,-0.00527,31.62,0.52,164.92,528.39,"506",yes,p6,p4,p5,p3,p6,p6,p5,p8,0.022720713000000,0.074341477000000,-0.061148782000000,-0.009676808000000,0.093063098000000,-0.030695560000000,0.024231304000000,0.073604571000000,0.186440012000000
835.99,242.72,11.67,0.00129,46.94,-0.26,145.60,538.52,"507",yes,p6,p4,p5,p5,p7,p4,p5,p8,0.022720713000000,0.074341477000000,-0.061148782000000,0.000423519000000,0.105651855000000,0.094589063000000,0.024231304000000,0.073604571000000,0.334413719000000
838.88,237.51,10.20,0.02594,61.65,-0.86,126.49,549.18,"508",yes,p6,p3,p4,p8,p7,p2,p4,p8,0.022720713000000,0.047151447000000,-0.019866731000000,0.095087784000000,0.105651855000000,0.031715877000000,0.022456623000000,0.073604571000000,0.378522140000000
796.40,214.24,10.88,-0.00113,36.66,-0.11,84.85,423.79,"509",yes,p4,p4,p2,p4,p6,p4,p3,p8,0.084868619000000,0.074341477000000,-0.001822229000000,-0.031836488000000,0.093063098000000,0.094589063000000,0.027092548000000,0.073604571000000,0.413900660000000
798.58,213.57,10.53,0.00428,24.86,-0.03,100.00,442.72,"510",yes,p4,p3,p2,p5,p6,p5,p3,p8,0.084868619000000,0.047151447000000,-0.001822229000000,0.000423519000000,0.093063098000000,-0.003211972000000,0.027092548000000,0.073604571000000,0.321169602000000
800.42,212.33,9.52,0.00174,33.28,-0.13,116.62,461.74,"511",yes,p4,p2,p2,p5,p6,p4,p4,p8,0.084868619000000,0.032613953000000,-0.001822229000000,0.000423519000000,0.093063098000000,0.094589063000000,0.022456623000000,0.073604571000000,0.399797218000000
802.00,217.09,9.59,0.01055,73.79,-0.61,134.16,480.83,"512",yes,p4,p2,p3,p6,p7,p3,p5,p8,0.084868619000000,0.032613953000000,-0.016023948000000,0.069394899000000,0.105651855000000,0.029821053000000,0.024231304000000,0.073604571000000,0.404162306000000
804.68,227.19,8.80,0.02958,155.88,0.03,152.32,486.62,"513",yes,p4,p2,p3,p8,p8,p5,p5,p8,0.084868619000000,0.032613953000000,-0.016023948000000,0.095087784000000,0.180950616000000,-0.003211972000000,0.024231304000000,0.073604571000000,0.472120928000000
806.07,249.21,6.63,0.05438,268.44,-1.03,170.88,490.31,"514",yes,p4,p1,p5,p8,p8,p2,p6,p8,0.084868619000000,-0.059663047000000,-0.061148782000000,0.095087784000000,0.180950616000000,0.031715877000000,0.025357110000000,0.073604571000000,0.370772749000000
808.21,270.62,5.97,0.06884,226.96,-1.06,189.74,494.77,"515",yes,p4,p1,p7,p8,p8,p2,p6,p8,0.084868619000000,-0.059663047000000,0.077229926000000,0.095087784000000,0.180950616000000,0.031715877000000,0.025357110000000,0.073604571000000,0.509151457000000
810.32,268.48,6.47,0.06049,156.53,-1.22,208.81,500.00,"516",yes,p4,p1,p7,p8,p8,p1,p7,p8,0.084868619000000,-0.059663047000000,0.077229926000000,0.095087784000000,0.180950616000000,0.022916385000000,0.040094809000000,0.073604571000000,0.515089664000000
812.94,261.15,8.16,0.03661,112.71,-1.07,228.04,505.96,"517",yes,p5,p1,p6,p8,p8,p2,p7,p8,0.064455638000000,-0.059663047000000,-0.021112622000000,0.095087784000000,0.180950616000000,0.031715877000000,0.040094809000000,0.073604571000000,0.405133626000000
816.21,261.55,8.25,0.03751,90.71,-0.51,247.39,512.64,"518",yes,p5,p1,p6,p8,p7,p3,p8,p8,0.064455638000000,-0.059663047000000,-0.021112622000000,0.095087784000000,0.105651855000000,0.029821053000000,-0.015670617000000,0.073604571000000,0.272174616000000
818.73,270.66,10.44,0.02846,78.20,-1.59,228.04,520.00,"519",yes,p5,p3,p7,p8,p7,p1,p7,p8,0.064455638000000,0.047151447000000,0.077229926000000,0.095087784000000,0.105651855000000,0.022916385000000,0.040094809000000,0.073604571000000,0.526192416000000
823.38,272.76,11.68,0.02934,66.50,-0.48,208.81,528.02,"520",yes,p5,p4,p7,p8,p7,p3,p7,p8,0.064455638000000,0.074341477000000,0.077229926000000,0.095087784000000,0.105651855000000,0.029821053000000,0.040094809000000,0.073604571000000,0.560287114000000
826.90,267.69,10.87,0.03217,62.85,-1.17,189.74,536.66,"521",yes,p5,p4,p7,p8,p7,p1,p6,p8,0.064455638000000,0.074341477000000,0.077229926000000,0.095087784000000,0.105651855000000,0.022916385000000,0.025357110000000,0.073604571000000,0.538644747000000
831.05,265.90,11.07,0.03481,60.93,-0.78,170.88,545.89,"522",yes,p6,p4,p7,p8,p7,p2,p6,p8,0.022720713000000,0.074341477000000,0.077229926000000,0.095087784000000,0.105651855000000,0.031715877000000,0.025357110000000,0.073604571000000,0.505709314000000
834.57,269.20,9.68,0.03602,59.18,-0.90,152.32,555.70,"523",yes,p6,p3,p7,p8,p7,p2,p5,p8,0.022720713000000,0.047151447000000,0.077229926000000,0.095087784000000,0.105651855000000,0.031715877000000,0.024231304000000,0.073604571000000,0.477393477000000
793.25,218.60,9.76,0.00625,63.97,-0.41,72.11,430.81,"524",yes,p4,p3,p3,p5,p7,p3,p3,p8,0.084868619000000,0.047151447000000,-0.016023948000000,0.000423519000000,0.105651855000000,0.029821053000000,0.027092548000000,0.073604571000000,0.352589665000000
795.49,223.76,9.71,0.01213,86.93,-0.45,89.44,449.44,"525",yes,p4,p3,p3,p6,p7,p3,p3,p8,0.084868619000000,0.047151447000000,-0.016023948000000,0.069394899000000,0.105651855000000,0.029821053000000,0.027092548000000,0.073604571000000,0.421561045000000
798.09,224.80,8.49,0.00815,126.46,0.05,107.70,468.19,"526",yes,p4,p2,p3,p6,p8,p5,p4,p8,0.084868619000000,0.032613953000000,-0.016023948000000,0.069394899000000,0.180950616000000,-0.003211972000000,0.022456623000000,0.073604571000000,0.444653362000000
799.67,236.70,8.19,0.03927,229.12,-0.99,126.49,487.03,"527",yes,p4,p1,p4,p8,p8,p2,p4,p8,0.084868619000000,-0.059663047000000,-0.019866731000000,0.095087784000000,0.180950616000000,0.031715877000000,0.022456623000000,0.073604571000000,0.409154313000000
802.11,255.04,9.45,0.01844,251.39,-1.22,145.60,505.96,"528",yes,p4,p2,p6,p7,p8,p1,p5,p8,0.084868619000000,0.032613953000000,-0.021112622000000,0.075126801000000,0.180950616000000,0.022916385000000,0.024231304000000,0.073604571000000,0.473199627000000
806.93,266.53,9.04,-0.00752,61.51,0.79,164.92,509.90,"529",yes,p4,p2,p7,p3,p7,p7,p5,p8,0.084868619000000,0.032613953000000,0.077229926000000,-0.009676808000000,0.105651855000000,-0.033089711000000,0.024231304000000,0.073604571000000,0.355433709000000
810.15,280.85,7.64,-0.03389,20.81,1.29,184.39,514.20,"530",yes,p4,p1,p8,p1,p5,p8,p6,p8,0.084868619000000,-0.059663047000000,0.068000694000000,-0.198733044000000,0.009232847000000,-0.150990845000000,0.025357110000000,0.073604571000000,-0.148323094000000
811.56,295.78,6.96,-0.01697,50.89,0.01,203.96,519.23,"531",yes,p4,p1,p8,p2,p7,p5,p6,p8,0.084868619000000,-0.059663047000000,0.068000694000000,-0.068639136000000,0.105651855000000,-0.003211972000000,0.025357110000000,0.073604571000000,0.225968695000000
813.65,292.49,7.67,0.01764,52.82,-0.48,223.61,524.98,"532",yes,p5,p1,p8,p7,p7,p3,p7,p8,0.064455638000000,-0.059663047000000,0.068000694000000,0.075126801000000,0.105651855000000,0.029821053000000,0.040094809000000,0.073604571000000,0.397092374000000
816.32,286.47,9.25,0.00684,43.04,-0.61,243.31,531.41,"533",yes,p5,p2,p8,p6,p7,p3,p7,p8,0.064455638000000,0.032613953000000,0.068000694000000,0.069394899000000,0.105651855000000,0.029821053000000,0.040094809000000,0.073604571000000,0.483637472000000
820.08,286.18,12.31,0.00230,29.95,-0.57,234.09,538.52,"534",yes,p5,p5,p8,p5,p6,p3,p7,p8,0.064455638000000,0.046295095000000,0.068000694000000,0.000423519000000,0.093063098000000,0.029821053000000,0.040094809000000,0.073604571000000,0.415758477000000
825.02,289.15,11.74,-0.00260,27.57,0.81,215.41,546.26,"535",yes,p5,p4,p8,p4,p6,p7,p7,p8,0.064455638000000,0.074341477000000,0.068000694000000,-0.031836488000000,0.093063098000000,-0.033089711000000,0.040094809000000,0.073604571000000,0.348634089000000
788.57,223.39,8.39,0.02622,180.09,-0.83,44.72,420.48,"536",yes,p3,p2,p3,p8,p8,p2,p2,p8,0.136007927000000,0.032613953000000,-0.016023948000000,0.095087784000000,0.180950616000000,0.031715877000000,-0.023336602000000,0.073604571000000,0.510620179000000
791.08,235.17,8.46,0.01316,172.09,-0.34,63.25,438.63,"537",yes,p3,p2,p4,p7,p8,p4,p3,p8,0.136007927000000,0.032613953000000,-0.019866731000000,0.075126801000000,0.180950616000000,0.094589063000000,0.027092548000000,0.073604571000000,0.600118749000000
793.40,237.99,8.23,0.01531,191.82,-0.62,82.46,456.95,"538",yes,p4,p1,p4,p7,p8,p3,p3,p8,0.084868619000000,-0.059663047000000,-0.019866731000000,0.075126801000000,0.180950616000000,0.029821053000000,0.027092548000000,0.073604571000000,0.391934431000000
796.32,246.87,8.46,0.02837,223.53,-0.18,101.98,475.39,"539",yes,p4,p2,p5,p8,p8,p4,p4,p8,0.084868619000000,0.032613953000000,-0.061148782000000,0.095087784000000,0.180950616000000,0.094589063000000,0.022456623000000,0.073604571000000,0.523022448000000
798.44,265.97,9.25,0.01246,190.44,-1.23,121.66,493.96,"540",yes,p4,p2,p7,p7,p8,p1,p4,p8,0.084868619000000,0.032613953000000,0.077229926000000,0.075126801000000,0.180950616000000,0.022916385000000,0.022456623000000,0.073604571000000,0.569767496000000
803.26,270.34,9.49,0.00936,26.92,0.69,141.42,512.64,"541",yes,p4,p2,p7,p6,p6,p7,p5,p8,0.084868619000000,0.032613953000000,0.077229926000000,0.069394899000000,0.093063098000000,-0.033089711000000,0.024231304000000,0.073604571000000,0.421916660000000
805.59,263.96,9.54,0.00799,27.64,-0.64,161.25,529.53,"542",yes,p4,p2,p7,p6,p6,p3,p5,p8,0.084868619000000,0.032613953000000,0.077229926000000,0.069394899000000,0.093063098000000,0.029821053000000,0.024231304000000,0.073604571000000,0.484827424000000
809.05,269.92,9.96,0.00765,23.19,-0.44,181.11,533.67,"543",yes,p4,p3,p7,p6,p5,p3,p6,p8,0.084868619000000,0.047151447000000,0.077229926000000,0.069394899000000,0.009232847000000,0.029821053000000,0.025357110000000,0.073604571000000,0.416660474000000
784.34,210.95,8.30,-0.00116,164.87,0.54,0.00,394.46,"544",yes,p3,p1,p2,p4,p8,p6,p1,p7,0.136007927000000,-0.059663047000000,-0.001822229000000,-0.031836488000000,0.180950616000000,-0.030695560000000,-0.113921575000000,-0.288671889000000,-0.209652244000000
785.27,217.42,6.84,0.01937,286.48,-0.25,20.00,411.83,"545",yes,p3,p1,p3,p7,p8,p4,p1,p8,0.136007927000000,-0.059663047000000,-0.016023948000000,0.075126801000000,0.180950616000000,0.094589063000000,-0.113921575000000,0.073604571000000,0.370670408000000
786.28,241.23,7.82,0.02006,292.47,-1.48,40.00,429.42,"546",yes,p3,p1,p5,p7,p8,p1,p2,p8,0.136007927000000,-0.059663047000000,-0.061148782000000,0.075126801000000,0.180950616000000,0.022916385000000,-0.023336602000000,0.073604571000000,0.344457869000000
790.73,249.31,8.44,0.01040,143.76,0.91,60.00,447.21,"547",yes,p3,p2,p5,p6,p8,p7,p2,p8,0.136007927000000,0.032613953000000,-0.061148782000000,0.069394899000000,0.180950616000000,-0.033089711000000,-0.023336602000000,0.073604571000000,0.374996872000000
792.14,256.29,7.85,0.01527,197.37,-0.79,80.00,465.19,"548",yes,p4,p1,p6,p7,p8,p2,p3,p8,0.084868619000000,-0.059663047000000,-0.021112622000000,0.075126801000000,0.180950616000000,0.031715877000000,0.027092548000000,0.073604571000000,0.392583363000000
795.04,268.50,9.76,0.00963,136.56,-0.91,100.00,483.32,"549",yes,p4,p3,p7,p6,p8,p2,p3,p8,0.084868619000000,0.047151447000000,0.077229926000000,0.069394899000000,0.180950616000000,0.031715877000000,0.027092548000000,0.073604571000000,0.592008504000000
799.77,271.60,10.42,0.00060,14.95,0.50,120.00,501.60,"550",yes,p4,p3,p7,p4,p5,p6,p4,p8,0.084868619000000,0.047151447000000,0.077229926000000,-0.031836488000000,0.009232847000000,-0.030695560000000,0.022456623000000,0.073604571000000,0.252011988000000
783.79,253.81,7.07,0.04594,339.06,-0.55,20.00,421.90,"551",yes,p3,p1,p6,p8,p8,p3,p1,p8,0.136007927000000,-0.059663047000000,-0.021112622000000,0.095087784000000,0.180950616000000,0.029821053000000,-0.113921575000000,0.073604571000000,0.320774707000000
786.41,264.71,7.23,0.02873,118.89,-0.42,40.00,439.09,"552",yes,p3,p1,p7,p8,p8,p3,p2,p8,0.136007927000000,-0.059663047000000,0.077229926000000,0.095087784000000,0.180950616000000,0.029821053000000,-0.023336602000000,0.073604571000000,0.509702229000000
788.63,263.93,8.18,0.01855,158.38,-0.86,60.00,456.51,"553",yes,p3,p1,p7,p7,p8,p2,p2,p8,0.136007927000000,-0.059663047000000,0.077229926000000,0.075126801000000,0.180950616000000,0.031715877000000,-0.023336602000000,0.073604571000000,0.491636070000000
792.07,269.34,9.25,0.00842,50.42,-0.44,80.00,474.13,"554",yes,p3,p2,p7,p6,p7,p3,p3,p8,0.136007927000000,0.032613953000000,0.077229926000000,0.069394899000000,0.105651855000000,0.029821053000000,0.027092548000000,0.073604571000000,0.551416733000000
745.02,199.54,13.87,-0.00493,4.95,-0.17,201.00,233.24,"555",yes,p1,p6,p1,p3,p2,p4,p6,p6,0.167799761000000,-0.009248494000000,-0.045615821000000,-0.009676808000000,-0.074792069000000,0.094589063000000,0.025357110000000,-0.267899596000000,-0.119486853000000
746.33,216.70,18.02,0.01596,7.34,-2.09,220.91,244.13,"556",yes,p1,p8,p3,p7,p3,p1,p7,p6,0.167799761000000,-0.184272232000000,-0.016023948000000,0.075126801000000,-0.140440662000000,0.022916385000000,0.040094809000000,-0.267899596000000,-0.302698682000000
739.52,187.49,11.41,0.01430,4.86,-0.53,184.39,241.66,"557",yes,p1,p4,p1,p7,p2,p3,p6,p6,0.167799761000000,0.074341477000000,-0.045615821000000,0.075126801000000,-0.074792069000000,0.029821053000000,0.025357110000000,-0.267899596000000,-0.015861283000000
740.60,199.17,11.79,0.01204,7.65,-0.42,200.00,250.60,"558",yes,p1,p4,p1,p6,p3,p3,p6,p6,0.167799761000000,0.074341477000000,-0.045615821000000,0.069394899000000,-0.140440662000000,0.029821053000000,0.025357110000000,-0.267899596000000,-0.087241779000000
845.88,193.82,9.61,-0.01069,22.89,0.33,205.91,184.39,"559",yes,p6,p2,p1,p2,p5,p6,p7,p5,0.022720713000000,0.032613953000000,-0.045615821000000,-0.068639136000000,0.009232847000000,-0.030695560000000,0.040094809000000,-0.101812710000000,-0.142100904000000
846.44,190.14,9.12,0.00440,50.98,0.12,196.98,189.74,"560",yes,p6,p2,p1,p5,p7,p5,p6,p5,0.022720713000000,0.032613953000000,-0.045615821000000,0.000423519000000,0.105651855000000,-0.003211972000000,0.025357110000000,-0.101812710000000,0.036126647000000
