Time;Acceleration
13.4;-0.00003792
13.41;0.000646177
13.42;0.00123415
13.43;0.00184098
13.44;0.00255076
13.45;0.00320133
13.46;0.00372528
13.47;0.00439154
13.48;0.00524526
13.49;0.00563619
13.5;0.00484475
13.51;0.00296075
13.52;0.000646381
13.53;-0.0016055
13.54;-0.0034948
13.55;-0.00466606
13.56;-0.00504393
13.57;-0.00509001
13.58;-0.0052737
13.59;-0.0055737
13.6;-0.0057789
13.61;-0.00592905
13.62;-0.00615566
13.63;-0.00640591
13.64;-0.00659429
13.65;-0.0067791
13.66;-0.00700917
13.67;-0.00722834
13.68;-0.00742518
13.69;-0.007642
13.7;-0.00782283
13.71;-0.00786402
13.72;-0.00780224
13.73;-0.0077577
13.74;-0.00775178
13.75;-0.00772559
13.76;-0.00767706
13.77;-0.0076473
13.78;-0.0076315
13.79;-0.00759857
13.8;-0.00755607
13.81;-0.00752834
13.82;-0.00750744
13.83;-0.00747268
13.84;-0.00743109
13.85;-0.00740459
13.86;-0.00738797
13.87;-0.00734006
13.88;-0.00722314
13.89;-0.00704434
13.9;-0.00684383
13.91;-0.00664832
13.92;-0.00645759
13.93;-0.00626656
13.94;-0.00607452
13.95;-0.0058792
13.96;-0.00568369
13.97;-0.00549439
13.98;-0.00530449
13.99;-0.00510479
14;-0.00490765
14.01;-0.00472345
14.02;-0.00453262
14.03;-0.00432559
14.04;-0.00413129
14.05;-0.00395464
14.06;-0.00375698
14.07;-0.0035419
14.08;-0.003358
14.09;-0.00318583
14.1;-0.00297299
14.11;-0.00276718
14.12;-0.00259134
14.13;-0.00226249
14.14;-0.00163945
14.15;-0.000924771
14.16;-0.000344343
14.17;0.00023578
14.18;0.00096422
14.19;0.00163731
14.2;0.00214618
14.21;0.00277584
14.22;0.00358451
14.23;0.00416157
14.24;0.00454159
14.25;0.00546402
14.26;0.00696595
14.27;0.00779613
14.28;0.00704332
14.29;0.00539215
14.3;0.00389144
14.31;0.00270693
14.32;0.00177472
14.33;0.00152436
14.34;0.00216391
14.35;0.00333761
14.36;0.00498298
14.37;0.00730112
14.38;0.00958919
14.39;0.0104781
14.4;0.00977645
14.41;0.00876249
14.42;0.00836412
14.43;0.0082577
14.44;0.00796789
14.45;0.00765515
14.46;0.00750438
14.47;0.00731519
14.48;0.00699878
14.49;0.00678777
14.5;0.00679042
14.51;0.00683547
14.52;0.00681916
14.53;0.00681478
14.54;0.006858
14.55;0.00688603
14.56;0.00687023
14.57;0.00685209
14.58;0.00688369
14.59;0.00692987
14.6;0.0068106
14.61;0.00633007
14.62;0.00553812
14.63;0.00469185
14.64;0.00392253
14.65;0.00313812
14.66;0.00233547
14.67;0.00172773
14.68;0.00142773
14.69;0.00123344
14.7;0.000934557
14.71;0.000651682
14.72;0.000662181
14.73;0.000999592
14.74;0.00143384
14.75;0.00181142
14.76;0.00220173
14.77;0.00264567
14.78;0.00295382
14.79;0.00292232
14.8;0.00264536
14.81;0.00238787
14.82;0.00221305
14.83;0.00196024
14.84;0.00156361
14.85;0.00113099
14.86;0.000707543
14.87;0.000212029
14.88;-0.000304791
14.89;-0.000589501
14.9;-0.000474006
14.91;-0.000094597
14.92;0.000300714
14.93;0.000608155
14.94;0.000901937
14.95;0.00128094
14.96;0.00168053
14.97;0.00184689
14.98;0.00160479
14.99;0.0011265
15;0.000708155
15.01;0.000376453
15.02;-0.000055658
15.03;-0.000535576
15.04;-0.000741692
15.05;-0.000524363
15.06;-0.000099796
15.07;0.000301631
15.08;0.00065739
15.09;0.00101641
15.1;0.00138318
15.11;0.00177849
15.12;0.00218379
15.13;0.00245637
15.14;0.00244852
15.15;0.00219358
15.16;0.00186381
15.17;0.00161182
15.18;0.00142232
15.19;0.00105535
15.2;0.000240265
15.21;-0.000944343
15.22;-0.00213038
15.23;-0.00318318
15.24;-0.004358
15.25;-0.00567839
15.26;-0.00655423
15.27;-0.00637574
15.28;-0.00527798
15.29;-0.00392273
15.3;-0.00273394
15.31;-0.00163823
15.32;-0.000438838
15.33;0.000834455
15.34;0.00200285
15.35;0.00309072
15.36;0.00436442
15.37;0.00570031
15.38;0.00627401
15.39;0.00542813
15.4;0.00384159
15.41;0.00298043
15.42;0.00349541
15.43;0.00474118
15.44;0.00600877
15.45;0.00719959
15.46;0.0082525
15.47;0.00879337
15.48;0.00876504
15.49;0.00861254
15.5;0.00861753
15.51;0.00862559
15.52;0.00853996
15.53;0.00848583
15.54;0.00843017
15.55;0.008179
15.56;0.00779083
15.57;0.00751641
15.58;0.00731529
15.59;0.00684893
15.6;0.00593986
15.61;0.00473568
15.62;0.00345545
15.63;0.00230418
15.64;0.00150663
15.65;0.00114618
15.66;0.00100815
15.67;0.000822936
15.68;0.000554944
15.69;0.000318451
15.7;0.000132824
15.71;-0.000052294
15.72;-0.000191437
15.73;-0.000199796
15.74;-0.000177472
15.75;-0.000379613
15.76;-0.000913252
15.77;-0.00160255
15.78;-0.0022528
15.79;-0.00287176
15.8;-0.0035366
15.81;-0.00417533
15.82;-0.00467115
15.83;-0.00507492
15.84;-0.00549266
15.85;-0.00582783
15.86;-0.00588736
15.87;-0.00571692
15.88;-0.00554312
15.89;-0.00543374
15.9;-0.00528012
15.91;-0.0050896
15.92;-0.0050002
15.93;-0.00503558
15.94;-0.00509215
15.95;-0.00513486
15.96;-0.00519878
15.97;-0.00529715
15.98;-0.00548858
15.99;-0.00585943
16;-0.00630714
16.01;-0.00657309
16.02;-0.00657533
16.03;-0.00641906
16.04;-0.00611692
16.05;-0.00578206
16.06;-0.00595617
16.07;-0.00709969
16.08;-0.00863058
16.09;-0.00929837
16.1;-0.00856544
16.11;-0.0070999
16.12;-0.00572824
16.13;-0.00469032
16.14;-0.00386952
16.15;-0.00315199
16.16;-0.00239317
16.17;-0.00159837
16.18;-0.00110061
16.19;-0.00119867
16.2;-0.00169878
16.21;-0.00215454
16.22;-0.00233925
16.23;-0.00227288
16.24;-0.00205189
16.25;-0.00183354
16.26;-0.00170449
16.27;-0.00149898
16.28;-0.00102559
16.29;-0.00038318
16.3;0.000256269
16.31;0.000975637
16.32;0.00175392
16.33;0.00213028
16.34;0.00177023
16.35;0.00112253
16.36;0.000884506
16.37;0.00112875
16.38;0.00142752
16.39;0.00159867
16.4;0.00179439
16.41;0.00208002
16.42;0.00235484
16.43;0.00259725
16.44;0.00284648
16.45;0.00302538
16.46;0.00303333
16.47;0.00293629
16.48;0.00288043
16.49;0.00291019
16.5;0.00299786
16.51;0.00316208
16.52;0.00342977
16.53;0.00371723
16.54;0.00385607
16.55;0.00375138
16.56;0.00346402
16.57;0.00312253
16.58;0.00278104
16.59;0.00236891
16.6;0.00177859
16.61;0.00103221
16.62;0.000293986
16.63;-0.000344648
16.64;-0.000995923
16.65;-0.00174659
16.66;-0.00247156
16.67;-0.00308196
16.68;-0.00374037
16.69;-0.00455148
16.7;-0.00526677
16.71;-0.00561794
16.72;-0.00565199
16.73;-0.00551346
16.74;-0.00524995
16.75;-0.00502304
16.76;0
16.77;0
16.78;0
16.79;0
